,case:Rfp_id,concept:name,time:timestamp_end,org:role,event:id,time:timestamp_start
8876,request for payment 43109,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 08:18:17+00:00,SUPERVISOR,1,2018-04-06 14:38:29+00:00
8877,request for payment 43109,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 12:54:11+00:00,EMPLOYEE,2,2018-04-09 08:18:17+00:00
8878,request for payment 43109,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 12:54:27+00:00,ADMINISTRATION,21,2018-04-18 12:54:11+00:00
8879,request for payment 43109,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 13:06:20+00:00,SUPERVISOR,3,2018-04-18 12:54:27+00:00
8880,request for payment 43109,Request Payment,2018-04-19 09:13:23+00:00,UNDEFINED,6,2018-04-18 13:06:20+00:00
8881,request for payment 43109,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,7,2018-04-19 09:13:23+00:00
8882,request for payment 46194,Permit SUBMITTED by EMPLOYEE,2018-04-06 16:05:39+00:00,EMPLOYEE,0,2018-04-06 16:05:39+00:00
8883,request for payment 46194,Permit APPROVED by ADMINISTRATION,2018-04-09 12:42:04+00:00,ADMINISTRATION,24,2018-04-06 16:05:39+00:00
8884,request for payment 46194,Permit FINAL_APPROVED by SUPERVISOR,2018-04-12 09:52:25+00:00,SUPERVISOR,1,2018-04-09 12:42:04+00:00
8885,request for payment 46194,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 16:15:08+00:00,EMPLOYEE,2,2018-04-12 09:52:25+00:00
8886,request for payment 46194,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 16:33:24+00:00,ADMINISTRATION,21,2018-04-18 16:15:08+00:00
8887,request for payment 46194,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-23 16:48:20+00:00,SUPERVISOR,3,2018-04-18 16:33:24+00:00
8888,request for payment 46194,Request Payment,2018-04-23 22:52:00+00:00,UNDEFINED,6,2018-04-23 16:48:20+00:00
8889,request for payment 46194,Payment Handled,2018-04-26 17:30:55+00:00,UNDEFINED,7,2018-04-23 22:52:00+00:00
8890,request for payment 15319,Permit SUBMITTED by EMPLOYEE,2018-04-06 16:06:50+00:00,EMPLOYEE,0,2018-04-06 16:06:50+00:00
8891,request for payment 15319,Permit APPROVED by ADMINISTRATION,2018-04-09 12:31:56+00:00,ADMINISTRATION,24,2018-04-06 16:06:50+00:00
8892,request for payment 15319,Permit FINAL_APPROVED by SUPERVISOR,2018-04-12 09:52:32+00:00,SUPERVISOR,1,2018-04-09 12:31:56+00:00
8893,request for payment 15319,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 16:20:00+00:00,EMPLOYEE,2,2018-04-12 09:52:32+00:00
8894,request for payment 15319,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 16:31:04+00:00,ADMINISTRATION,21,2018-04-18 16:20:00+00:00
8895,request for payment 15319,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-23 16:47:56+00:00,SUPERVISOR,3,2018-04-18 16:31:04+00:00
8896,request for payment 15319,Request Payment,2018-04-23 21:45:55+00:00,UNDEFINED,6,2018-04-23 16:47:56+00:00
8897,request for payment 15319,Payment Handled,2018-04-26 17:30:55+00:00,UNDEFINED,7,2018-04-23 21:45:55+00:00
8898,request for payment 185983,Request For Payment SUBMITTED by EMPLOYEE,2018-04-06 17:31:17+00:00,EMPLOYEE,2,2018-04-06 17:31:17+00:00
8899,request for payment 185983,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 22:06:33+00:00,ADMINISTRATION,21,2018-04-06 17:31:17+00:00
8900,request for payment 185983,Request For Payment APPROVED by BUDGET OWNER,2018-04-19 14:24:50+00:00,BUDGET OWNER,22,2018-04-18 22:06:33+00:00
8901,request for payment 185983,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 11:44:37+00:00,SUPERVISOR,3,2018-04-19 14:24:50+00:00
8902,request for payment 185983,Request Payment,2018-04-20 11:44:37+00:00,UNDEFINED,6,2018-04-20 11:44:37+00:00
8903,request for payment 185983,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,7,2018-04-20 11:44:37+00:00
8904,request for payment 41262,Permit SUBMITTED by EMPLOYEE,2018-04-07 15:52:00+00:00,EMPLOYEE,0,2018-04-07 15:52:00+00:00
8905,request for payment 41262,Permit APPROVED by ADMINISTRATION,2018-04-07 15:52:09+00:00,ADMINISTRATION,24,2018-04-07 15:52:00+00:00
8906,request for payment 41262,Permit APPROVED by BUDGET OWNER,2018-04-09 09:48:24+00:00,BUDGET OWNER,25,2018-04-07 15:52:09+00:00
8907,request for payment 41262,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:57+00:00,SUPERVISOR,1,2018-04-09 09:48:24+00:00
8908,request for payment 41262,Request For Payment SUBMITTED by EMPLOYEE,2018-05-05 22:18:00+00:00,EMPLOYEE,2,2018-04-09 17:34:57+00:00
8909,request for payment 41262,Request For Payment APPROVED by ADMINISTRATION,2018-05-18 21:25:21+00:00,ADMINISTRATION,21,2018-05-05 22:18:00+00:00
8910,request for payment 41262,Request For Payment APPROVED by BUDGET OWNER,2018-05-23 15:01:31+00:00,BUDGET OWNER,22,2018-05-18 21:25:21+00:00
8911,request for payment 41262,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-23 16:58:42+00:00,SUPERVISOR,3,2018-05-23 15:01:31+00:00
8912,request for payment 41262,Request Payment,2018-05-23 16:58:43+00:00,UNDEFINED,6,2018-05-23 16:58:42+00:00
8913,request for payment 41262,Payment Handled,2018-05-24 17:31:08+00:00,UNDEFINED,7,2018-05-23 16:58:43+00:00
8914,request for payment 41264,Permit SUBMITTED by EMPLOYEE,2018-04-07 15:52:00+00:00,EMPLOYEE,0,2018-04-07 15:52:00+00:00
8915,request for payment 41264,Permit APPROVED by ADMINISTRATION,2018-04-07 15:52:09+00:00,ADMINISTRATION,24,2018-04-07 15:52:00+00:00
8916,request for payment 41264,Permit APPROVED by BUDGET OWNER,2018-04-09 09:48:24+00:00,BUDGET OWNER,25,2018-04-07 15:52:09+00:00
8917,request for payment 41264,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:57+00:00,SUPERVISOR,1,2018-04-09 09:48:24+00:00
8918,request for payment 41264,Request For Payment SUBMITTED by EMPLOYEE,2018-04-18 21:45:22+00:00,EMPLOYEE,2,2018-04-09 17:34:57+00:00
8919,request for payment 41264,Request For Payment APPROVED by ADMINISTRATION,2018-04-18 21:45:37+00:00,ADMINISTRATION,21,2018-04-18 21:45:22+00:00
8920,request for payment 41264,Request For Payment APPROVED by BUDGET OWNER,2018-04-19 14:28:40+00:00,BUDGET OWNER,22,2018-04-18 21:45:37+00:00
8921,request for payment 41264,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-20 11:44:36+00:00,SUPERVISOR,3,2018-04-19 14:28:40+00:00
8922,request for payment 41264,Request Payment,2018-04-20 11:44:37+00:00,UNDEFINED,6,2018-04-20 11:44:36+00:00
8923,request for payment 41264,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,7,2018-04-20 11:44:37+00:00
8924,request for payment 46772,Permit SUBMITTED by EMPLOYEE,2018-04-07 16:01:39+00:00,EMPLOYEE,0,2018-04-07 16:01:39+00:00
8925,request for payment 46772,Permit APPROVED by ADMINISTRATION,2018-04-07 16:01:42+00:00,ADMINISTRATION,24,2018-04-07 16:01:39+00:00
8926,request for payment 46772,Permit APPROVED by BUDGET OWNER,2018-04-09 09:47:34+00:00,BUDGET OWNER,25,2018-04-07 16:01:42+00:00
8927,request for payment 46772,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:55+00:00,SUPERVISOR,1,2018-04-09 09:47:34+00:00
8928,request for payment 46772,Request For Payment SUBMITTED by EMPLOYEE,2018-06-14 18:17:30+00:00,EMPLOYEE,2,2018-04-09 17:34:55+00:00
8929,request for payment 46772,Request For Payment APPROVED by ADMINISTRATION,2018-06-14 18:17:42+00:00,ADMINISTRATION,21,2018-06-14 18:17:30+00:00
8930,request for payment 46772,Request For Payment APPROVED by BUDGET OWNER,2018-06-15 11:35:59+00:00,BUDGET OWNER,22,2018-06-14 18:17:42+00:00
8931,request for payment 46772,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-16 10:19:38+00:00,SUPERVISOR,3,2018-06-15 11:35:59+00:00
8932,request for payment 46772,Request Payment,2018-06-16 10:19:39+00:00,UNDEFINED,6,2018-06-16 10:19:38+00:00
8933,request for payment 46772,Payment Handled,2018-06-21 17:31:09+00:00,UNDEFINED,7,2018-06-16 10:19:39+00:00
8934,request for payment 46774,Permit SUBMITTED by EMPLOYEE,2018-04-07 16:01:39+00:00,EMPLOYEE,0,2018-04-07 16:01:39+00:00
8935,request for payment 46774,Permit APPROVED by ADMINISTRATION,2018-04-07 16:01:42+00:00,ADMINISTRATION,24,2018-04-07 16:01:39+00:00
8936,request for payment 46774,Permit APPROVED by BUDGET OWNER,2018-04-09 09:47:34+00:00,BUDGET OWNER,25,2018-04-07 16:01:42+00:00
8937,request for payment 46774,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:55+00:00,SUPERVISOR,1,2018-04-09 09:47:34+00:00
8938,request for payment 46774,Request For Payment SUBMITTED by EMPLOYEE,2018-07-18 09:20:50+00:00,EMPLOYEE,2,2018-04-09 17:34:55+00:00
8939,request for payment 46774,Request For Payment APPROVED by ADMINISTRATION,2018-07-18 09:22:10+00:00,ADMINISTRATION,21,2018-07-18 09:20:50+00:00
8940,request for payment 46774,Request For Payment APPROVED by BUDGET OWNER,2018-07-19 12:34:48+00:00,BUDGET OWNER,22,2018-07-18 09:22:10+00:00
8941,request for payment 46774,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-07-20 09:55:26+00:00,SUPERVISOR,3,2018-07-19 12:34:48+00:00
8942,request for payment 46774,Request Payment,2018-07-20 09:55:27+00:00,UNDEFINED,6,2018-07-20 09:55:26+00:00
8943,request for payment 46774,Payment Handled,2018-07-23 17:31:11+00:00,UNDEFINED,7,2018-07-20 09:55:27+00:00
8944,request for payment 49635,Permit SUBMITTED by EMPLOYEE,2018-04-08 13:31:35+00:00,EMPLOYEE,0,2018-04-08 13:31:35+00:00
8945,request for payment 49635,Permit APPROVED by ADMINISTRATION,2018-04-08 13:31:40+00:00,ADMINISTRATION,24,2018-04-08 13:31:35+00:00
8946,request for payment 49635,Permit APPROVED by BUDGET OWNER,2018-04-09 09:47:55+00:00,BUDGET OWNER,25,2018-04-08 13:31:40+00:00
8947,request for payment 49635,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:48+00:00,SUPERVISOR,1,2018-04-09 09:47:55+00:00
8948,request for payment 49635,Request For Payment SUBMITTED by EMPLOYEE,2018-05-26 12:59:16+00:00,EMPLOYEE,2,2018-04-09 17:34:48+00:00
8949,request for payment 49635,Request For Payment REJECTED by ADMINISTRATION,2018-05-26 12:59:59+00:00,ADMINISTRATION,23,2018-05-26 12:59:16+00:00
8950,request for payment 49635,Request For Payment REJECTED by EMPLOYEE,2018-05-28 11:04:21+00:00,EMPLOYEE,13,2018-05-26 12:59:59+00:00
8951,request for payment 49635,Request For Payment SUBMITTED by EMPLOYEE,2018-05-28 12:09:16+00:00,EMPLOYEE,2,2018-05-28 11:04:21+00:00
8952,request for payment 49635,Request For Payment APPROVED by ADMINISTRATION,2018-05-28 12:09:22+00:00,ADMINISTRATION,21,2018-05-28 12:09:16+00:00
8953,request for payment 49635,Request For Payment APPROVED by BUDGET OWNER,2018-05-28 12:29:50+00:00,BUDGET OWNER,22,2018-05-28 12:09:22+00:00
8954,request for payment 49635,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-29 11:10:41+00:00,SUPERVISOR,3,2018-05-28 12:29:50+00:00
8955,request for payment 49635,Request Payment,2018-05-29 11:10:41+00:00,UNDEFINED,6,2018-05-29 11:10:41+00:00
8956,request for payment 49635,Payment Handled,2018-05-31 17:31:14+00:00,UNDEFINED,7,2018-05-29 11:10:41+00:00
8957,request for payment 49633,Permit SUBMITTED by EMPLOYEE,2018-04-08 13:31:35+00:00,EMPLOYEE,0,2018-04-08 13:31:35+00:00
8958,request for payment 49633,Permit APPROVED by ADMINISTRATION,2018-04-08 13:31:40+00:00,ADMINISTRATION,24,2018-04-08 13:31:35+00:00
8959,request for payment 49633,Permit APPROVED by BUDGET OWNER,2018-04-09 09:47:55+00:00,BUDGET OWNER,25,2018-04-08 13:31:40+00:00
8960,request for payment 49633,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 17:34:48+00:00,SUPERVISOR,1,2018-04-09 09:47:55+00:00
8961,request for payment 49633,Request For Payment SUBMITTED by EMPLOYEE,2018-04-24 22:44:37+00:00,EMPLOYEE,2,2018-04-09 17:34:48+00:00
8962,request for payment 49633,Request For Payment APPROVED by ADMINISTRATION,2018-04-24 22:44:41+00:00,ADMINISTRATION,21,2018-04-24 22:44:37+00:00
8963,request for payment 49633,Request For Payment APPROVED by BUDGET OWNER,2018-04-25 12:31:18+00:00,BUDGET OWNER,22,2018-04-24 22:44:41+00:00
8964,request for payment 49633,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-26 09:05:33+00:00,SUPERVISOR,3,2018-04-25 12:31:18+00:00
8965,request for payment 49633,Request Payment,2018-04-26 09:05:34+00:00,UNDEFINED,6,2018-04-26 09:05:33+00:00
8966,request for payment 49633,Payment Handled,2018-04-30 17:31:12+00:00,UNDEFINED,7,2018-04-26 09:05:34+00:00
8967,request for payment 46613,Permit SUBMITTED by EMPLOYEE,2018-04-09 09:55:25+00:00,EMPLOYEE,0,2018-04-09 09:55:25+00:00
8968,request for payment 46613,Permit APPROVED by ADMINISTRATION,2018-04-09 09:55:38+00:00,ADMINISTRATION,24,2018-04-09 09:55:25+00:00
8969,request for payment 46613,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 13:40:28+00:00,SUPERVISOR,1,2018-04-09 09:55:38+00:00
8970,request for payment 46613,Request For Payment SUBMITTED by EMPLOYEE,2018-04-10 08:35:59+00:00,EMPLOYEE,2,2018-04-09 13:40:28+00:00
8971,request for payment 46613,Request For Payment APPROVED by ADMINISTRATION,2018-04-10 08:36:11+00:00,ADMINISTRATION,21,2018-04-10 08:35:59+00:00
8972,request for payment 46613,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-10 16:09:16+00:00,SUPERVISOR,3,2018-04-10 08:36:11+00:00
8973,request for payment 46613,Request Payment,2018-04-17 10:38:31+00:00,UNDEFINED,6,2018-04-10 16:09:16+00:00
8974,request for payment 46613,Payment Handled,2018-04-19 17:31:32+00:00,UNDEFINED,7,2018-04-17 10:38:31+00:00
8975,request for payment 43402,Permit SUBMITTED by EMPLOYEE,2018-04-09 11:34:59+00:00,EMPLOYEE,0,2018-04-09 11:34:59+00:00
8976,request for payment 43402,Permit APPROVED by ADMINISTRATION,2018-04-09 11:35:03+00:00,ADMINISTRATION,24,2018-04-09 11:34:59+00:00
8977,request for payment 43402,Permit FINAL_APPROVED by SUPERVISOR,2018-04-09 11:37:56+00:00,SUPERVISOR,1,2018-04-09 11:35:03+00:00
8978,request for payment 43402,Request For Payment SUBMITTED by EMPLOYEE,2018-04-17 16:54:10+00:00,EMPLOYEE,2,2018-04-09 11:37:56+00:00
8979,request for payment 43402,Request For Payment APPROVED by ADMINISTRATION,2018-04-17 16:56:51+00:00,ADMINISTRATION,21,2018-04-17 16:54:10+00:00
8980,request for payment 43402,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 09:50:18+00:00,SUPERVISOR,3,2018-04-17 16:56:51+00:00
8981,request for payment 43402,Request Payment,2018-04-19 12:14:31+00:00,UNDEFINED,6,2018-04-18 09:50:18+00:00
8982,request for payment 43402,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,7,2018-04-19 12:14:31+00:00
8983,request for payment 54683,Permit SUBMITTED by EMPLOYEE,2018-04-09 12:14:48+00:00,EMPLOYEE,0,2018-04-09 12:14:48+00:00
8984,request for payment 54683,Permit APPROVED by ADMINISTRATION,2018-04-09 12:14:51+00:00,ADMINISTRATION,24,2018-04-09 12:14:48+00:00
8985,request for payment 54683,Permit FINAL_APPROVED by SUPERVISOR,2018-04-10 09:24:52+00:00,SUPERVISOR,1,2018-04-09 12:14:51+00:00
8986,request for payment 54683,Request For Payment SUBMITTED by EMPLOYEE,2018-04-16 16:34:48+00:00,EMPLOYEE,2,2018-04-10 09:24:52+00:00
8987,request for payment 54683,Request For Payment APPROVED by ADMINISTRATION,2018-04-16 16:34:50+00:00,ADMINISTRATION,21,2018-04-16 16:34:48+00:00
8988,request for payment 54683,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 14:17:43+00:00,SUPERVISOR,3,2018-04-16 16:34:50+00:00
8989,request for payment 54683,Request Payment,2018-05-15 12:39:48+00:00,UNDEFINED,6,2018-04-18 14:17:43+00:00
8990,request for payment 54683,Payment Handled,2018-05-17 17:31:35+00:00,UNDEFINED,7,2018-05-15 12:39:48+00:00
8991,request for payment 31631,Permit SUBMITTED by EMPLOYEE,2018-04-09 12:20:08+00:00,EMPLOYEE,0,2018-04-09 12:20:08+00:00
8992,request for payment 31631,Permit APPROVED by ADMINISTRATION,2018-04-09 12:20:17+00:00,ADMINISTRATION,24,2018-04-09 12:20:08+00:00
8993,request for payment 31631,Permit FINAL_APPROVED by SUPERVISOR,2018-04-10 09:25:40+00:00,SUPERVISOR,1,2018-04-09 12:20:17+00:00
8994,request for payment 31631,Request For Payment SUBMITTED by EMPLOYEE,2018-04-16 16:32:43+00:00,EMPLOYEE,2,2018-04-10 09:25:40+00:00
8995,request for payment 31631,Request For Payment APPROVED by ADMINISTRATION,2018-04-16 16:32:46+00:00,ADMINISTRATION,21,2018-04-16 16:32:43+00:00
8996,request for payment 31631,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-18 14:14:54+00:00,SUPERVISOR,3,2018-04-16 16:32:46+00:00
8997,request for payment 31631,Request Payment,2018-04-19 13:14:01+00:00,UNDEFINED,6,2018-04-18 14:14:54+00:00
8998,request for payment 31631,Payment Handled,2018-04-23 17:31:12+00:00,UNDEFINED,7,2018-04-19 13:14:01+00:00
8999,request for payment 40814,Permit SUBMITTED by EMPLOYEE,2018-04-09 12:23:03+00:00,EMPLOYEE,0,2018-04-09 12:23:03+00:00
9000,request for payment 40814,Permit APPROVED by ADMINISTRATION,2018-04-09 12:23:04+00:00,ADMINISTRATION,24,2018-04-09 12:23:03+00:00
9001,request for payment 40814,Permit FINAL_APPROVED by SUPERVISOR,2018-04-10 09:26:03+00:00,SUPERVISOR,1,2018-04-09 12:23:04+00:00
9002,request for payment 40814,Request For Payment SUBMITTED by EMPLOYEE,2018-06-28 22:10:31+00:00,EMPLOYEE,2,2018-04-10 09:26:03+00:00
9003,request for payment 40814,Request For Payment APPROVED by ADMINISTRATION,2018-06-28 22:10:44+00:00,ADMINISTRATION,21,2018-06-28 22:10:31+00:00
9004,request for payment 40814,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-29 16:14:48+00:00,SUPERVISOR,3,2018-06-28 22:10:44+00:00
9005,request for payment 40814,Request Payment,2018-07-03 07:48:25+00:00,UNDEFINED,6,2018-06-29 16:14:48+00:00
9006,request for payment 40814,Payment Handled,2018-07-05 17:31:35+00:00,UNDEFINED,7,2018-07-03 07:48:25+00:00
9007,request for payment 40816,Permit SUBMITTED by EMPLOYEE,2018-04-09 12:23:03+00:00,EMPLOYEE,0,2018-04-09 12:23:03+00:00
9008,request for payment 40816,Permit APPROVED by ADMINISTRATION,2018-04-09 12:23:04+00:00,ADMINISTRATION,24,2018-04-09 12:23:03+00:00
9009,request for payment 40816,Permit FINAL_APPROVED by SUPERVISOR,2018-04-10 09:26:03+00:00,SUPERVISOR,1,2018-04-09 12:23:04+00:00
9010,request for payment 40816,Request For Payment SUBMITTED by EMPLOYEE,2018-05-28 19:32:10+00:00,EMPLOYEE,2,2018-04-10 09:26:03+00:00
9011,request for payment 40816,Request For Payment APPROVED by ADMINISTRATION,2018-05-28 19:32:27+00:00,ADMINISTRATION,21,2018-05-28 19:32:10+00:00
9012,request for payment 40816,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-29 11:07:04+00:00,SUPERVISOR,3,2018-05-28 19:32:27+00:00
9013,request for payment 40816,Request Payment,2018-05-31 10:54:04+00:00,UNDEFINED,6,2018-05-29 11:07:04+00:00
9014,request for payment 40816,Payment Handled,2018-06-04 17:31:15+00:00,UNDEFINED,7,2018-05-31 10:54:04+00:00
9015,request for payment 54699,Permit SUBMITTED by EMPLOYEE,2018-04-09 13:11:44+00:00,EMPLOYEE,0,2018-04-09 13:11:44+00:00
9016,request for payment 54699,Permit APPROVED by ADMINISTRATION,2018-04-09 13:11:45+00:00,ADMINISTRATION,24,2018-04-09 13:11:44+00:00
9017,request for payment 54699,Permit APPROVED by BUDGET OWNER,2018-04-12 10:01:27+00:00,BUDGET OWNER,25,2018-04-09 13:11:45+00:00
9018,request for payment 54699,Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 13:57:10+00:00,SUPERVISOR,1,2018-04-12 10:01:27+00:00
9019,request for payment 54699,Request For Payment SUBMITTED by EMPLOYEE,2018-04-24 19:11:02+00:00,EMPLOYEE,2,2018-04-17 13:57:10+00:00
9020,request for payment 54699,Request For Payment APPROVED by ADMINISTRATION,2018-04-24 19:12:49+00:00,ADMINISTRATION,21,2018-04-24 19:11:02+00:00
9021,request for payment 54699,Request For Payment APPROVED by BUDGET OWNER,2018-04-25 13:51:58+00:00,BUDGET OWNER,22,2018-04-24 19:12:49+00:00
9022,request for payment 54699,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-05-01 09:53:08+00:00,SUPERVISOR,3,2018-04-25 13:51:58+00:00
9023,request for payment 54699,Request Payment,2018-05-03 07:36:19+00:00,UNDEFINED,6,2018-05-01 09:53:08+00:00
9024,request for payment 54699,Payment Handled,2018-05-07 17:31:15+00:00,UNDEFINED,7,2018-05-03 07:36:19+00:00
9025,request for payment 54702,Permit SUBMITTED by EMPLOYEE,2018-04-09 13:11:44+00:00,EMPLOYEE,0,2018-04-09 13:11:44+00:00
9026,request for payment 54702,Permit APPROVED by ADMINISTRATION,2018-04-09 13:11:45+00:00,ADMINISTRATION,24,2018-04-09 13:11:44+00:00
9027,request for payment 54702,Request For Payment SUBMITTED by EMPLOYEE,2018-04-11 10:42:11+00:00,EMPLOYEE,2,2018-04-09 13:11:45+00:00
9028,request for payment 54702,Request For Payment REJECTED by ADMINISTRATION,2018-04-11 10:42:55+00:00,ADMINISTRATION,23,2018-04-11 10:42:11+00:00
9029,request for payment 54702,Permit APPROVED by BUDGET OWNER,2018-04-12 10:01:27+00:00,BUDGET OWNER,25,2018-04-11 10:42:55+00:00
9030,request for payment 54702,Request For Payment REJECTED by EMPLOYEE,2018-04-12 12:41:19+00:00,EMPLOYEE,13,2018-04-12 10:01:27+00:00
9031,request for payment 54702,Request For Payment SUBMITTED by EMPLOYEE,2018-04-12 13:00:26+00:00,EMPLOYEE,2,2018-04-12 12:41:19+00:00
9032,request for payment 54702,Request For Payment APPROVED by ADMINISTRATION,2018-04-12 13:00:34+00:00,ADMINISTRATION,21,2018-04-12 13:00:26+00:00
9033,request for payment 54702,Permit FINAL_APPROVED by SUPERVISOR,2018-04-17 13:57:10+00:00,SUPERVISOR,1,2018-04-12 13:00:34+00:00
9034,request for payment 54702,Request For Payment APPROVED by BUDGET OWNER,2018-04-17 15:13:47+00:00,BUDGET OWNER,22,2018-04-17 13:57:10+00:00
9035,request for payment 54702,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-04-24 05:15:23+00:00,SUPERVISOR,3,2018-04-17 15:13:47+00:00
9036,request for payment 54702,Request Payment,2018-04-24 07:49:37+00:00,UNDEFINED,6,2018-04-24 05:15:23+00:00
9037,request for payment 54702,Payment Handled,2018-04-26 17:30:55+00:00,UNDEFINED,7,2018-04-24 07:49:37+00:00
9038,request for payment 68233,Permit SUBMITTED by EMPLOYEE,2018-04-09 13:27:10+00:00,EMPLOYEE,0,2018-04-09 13:27:10+00:00
9039,request for payment 68233,Permit APPROVED by ADMINISTRATION,2018-04-09 13:27:30+00:00,ADMINISTRATION,24,2018-04-09 13:27:10+00:00
9040,request for payment 68233,Permit APPROVED by BUDGET OWNER,2018-04-09 13:38:07+00:00,BUDGET OWNER,25,2018-04-09 13:27:30+00:00
9041,request for payment 68233,Permit FINAL_APPROVED by SUPERVISOR,2018-04-16 05:15:28+00:00,SUPERVISOR,1,2018-04-09 13:38:07+00:00
9042,request for payment 68233,Request For Payment SUBMITTED by EMPLOYEE,2018-06-15 10:44:26+00:00,EMPLOYEE,2,2018-04-16 05:15:28+00:00
9043,request for payment 68233,Request For Payment APPROVED by ADMINISTRATION,2018-06-15 10:44:52+00:00,ADMINISTRATION,21,2018-06-15 10:44:26+00:00
9044,request for payment 68233,Request For Payment APPROVED by BUDGET OWNER,2018-06-15 11:50:02+00:00,BUDGET OWNER,22,2018-06-15 10:44:52+00:00
9045,request for payment 68233,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-21 08:19:57+00:00,SUPERVISOR,3,2018-06-15 11:50:02+00:00
9046,request for payment 68233,Request Payment,2018-06-21 11:44:30+00:00,UNDEFINED,6,2018-06-21 08:19:57+00:00
9047,request for payment 68233,Payment Handled,2018-06-25 17:31:30+00:00,UNDEFINED,7,2018-06-21 11:44:30+00:00
9048,request for payment 46802,Permit SUBMITTED by EMPLOYEE,2018-04-09 13:31:16+00:00,EMPLOYEE,0,2018-04-09 13:31:16+00:00
9049,request for payment 46802,Permit APPROVED by ADMINISTRATION,2018-04-09 13:31:21+00:00,ADMINISTRATION,24,2018-04-09 13:31:16+00:00
9050,request for payment 46802,Permit APPROVED by BUDGET OWNER,2018-04-09 13:38:00+00:00,BUDGET OWNER,25,2018-04-09 13:31:21+00:00
9051,request for payment 46802,Permit APPROVED by SUPERVISOR,2018-04-16 05:15:28+00:00,SUPERVISOR,8,2018-04-09 13:38:00+00:00
9052,request for payment 46802,Permit FINAL_APPROVED by DIRECTOR,2018-04-24 15:07:44+00:00,DIRECTOR,9,2018-04-16 05:15:28+00:00
9053,request for payment 46802,Request For Payment SUBMITTED by EMPLOYEE,2018-06-01 14:32:45+00:00,EMPLOYEE,2,2018-04-24 15:07:44+00:00
9054,request for payment 46802,Request For Payment APPROVED by ADMINISTRATION,2018-06-01 14:33:44+00:00,ADMINISTRATION,21,2018-06-01 14:32:45+00:00
9055,request for payment 46802,Request For Payment APPROVED by BUDGET OWNER,2018-06-01 14:56:12+00:00,BUDGET OWNER,22,2018-06-01 14:33:44+00:00
9056,request for payment 46802,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-06-07 08:20:00+00:00,SUPERVISOR,3,2018-06-01 14:56:12+00:00
9057,request for payment 46802,Request Payment,2018-06-07 09:35:51+00:00,UNDEFINED,6,2018-06-07 08:20:00+00:00
9058,request for payment 46802,Payment Handled,2018-06-11 17:31:19+00:00,UNDEFINED,7,2018-06-07 09:35:51+00:00
9059,request for payment 43417,Permit SUBMITTED by EMPLOYEE,2018-04-09 13:42:13+00:00,EMPLOYEE,0,2018-04-09 13:42:13+00:00
9060,request for payment 43417,Permit APPROVED by ADMINISTRATION,2018-04-09 13:43:27+00:00,ADMINISTRATION,24,2018-04-09 13:42:13+00:00
9061,request for payment 43417,Permit APPROVED by BUDGET OWNER,2018-04-10 09:27:39+00:00,BUDGET OWNER,25,2018-04-09 13:43:27+00:00
